timestamp,tracking_ms,estimator_ms,total_ms,observations
1598871591.153193235,3.437680,0.010400,3.469160,0
1598871591.186308146,2.442269,0.016500,2.459839,269
1598871591.219346046,1.726071,0.008950,1.735801,269
1598871591.254549265,1.747010,0.007540,1.756070,269
1598871591.286586046,1.612349,0.007090,1.620029,269
1598871591.320777416,1.591359,0.005940,1.597909,269
1598871591.354176998,1.759021,0.007470,1.767101,269
1598871591.386811972,1.623360,0.005740,1.630040,271
1598871591.421880245,1.616169,0.006040,1.622579,271
1598871591.454600573,1.817231,0.008330,1.826531,270
1598871591.488434076,1.799001,0.014420,1.814381,270
1598871591.520191669,1.844942,0.008240,1.855622,270
1598871591.553972483,1.688780,0.007850,1.697690,270
1598871591.587365389,1.492798,0.008130,1.501468,270
1598871591.621494293,1.638639,0.007460,1.647059,270
1598871591.654116154,1.564859,0.006380,1.571819,270
1598871591.687384844,1.498607,0.007880,1.507177,270
1598871591.722187757,1.576359,0.006040,1.583029,270
1598871591.753817797,1.590528,0.004981,1.596209,272
1598871591.787176609,1.380816,0.006980,1.388206,272
1598871591.822998524,1.573269,0.007170,1.581099,272
1598871591.853981733,1.627459,0.006860,1.634889,272
1598871591.888051510,1.444297,0.005300,1.450247,272
1598871591.921771049,1.970393,0.014010,1.985773,272
1598871591.953950167,1.916612,0.011130,1.930232,272
1598871591.988460302,1.712830,0.007060,1.720530,274
1598871592.022180796,1.746721,0.007810,1.755551,274
1598871592.055176020,1.834411,0.006620,1.841521,274
1598871592.089302301,1.586459,0.004880,1.591969,274
1598871592.120498180,1.665199,0.007640,1.673889,274
1598871592.153878450,1.819731,0.005410,1.825771,274
1598871592.187490702,1.696580,0.007990,1.705570,274
1598871592.221324921,1.874112,0.005460,1.879962,276
1598871592.254231691,1.856152,0.004410,1.861292,276
1598871592.288332701,1.562348,0.007370,1.570758,276
1598871592.321371794,1.801440,0.005251,1.807331,275
1598871592.356989384,1.729380,0.005380,1.735550,275
1598871592.389096737,1.620379,0.004540,1.625879,275
1598871592.422244787,1.635869,0.004070,1.640359,274
1598871592.454481602,1.784591,0.003630,1.788751,272
1598871592.489743948,1.661750,0.006940,1.669220,271
1598871592.522625208,1.871082,0.005180,1.876832,261
1598871592.553668261,1.973153,0.004120,1.977953,249
1598871592.588803291,1.767530,0.003790,1.771861,235
1598871592.621601343,2.536869,0.006241,2.544140,203
1598871592.655727863,1.879022,0.009650,1.889712,197
1598871592.688463449,1.547978,0.006120,1.555298,195
1598871592.721915960,1.569178,0.006070,1.576218,195
1598871592.756651163,1.664949,0.005760,1.671919,194
1598871592.787650347,1.719260,0.004210,1.724370,190
1598871592.821900129,1.534398,0.004550,1.539348,187
1598871592.856336832,1.866902,0.003700,1.871592,180
1598871592.889102459,1.759801,0.005140,1.765801,170
1598871592.923094749,1.464858,0.004980,1.470858,167
1598871592.956721783,1.472537,0.004720,1.478277,168
1598871592.987984180,1.468918,0.005290,1.475098,166
1598871593.021419764,1.497618,0.004770,1.502988,165
1598871593.055137634,1.518028,0.004600,1.523638,165
1598871593.087793589,1.316386,0.004810,1.321616,165
1598871593.121165276,1.463187,0.005031,1.468798,162
1598871593.154644728,1.463407,0.008830,1.472917,162
1598871593.188634396,1.321095,0.005920,1.328456,162
1598871593.224173546,1.081992,0.005440,1.088102,161
1598871593.257035255,0.981791,0.004830,0.987271,159
1598871593.287947893,1.043962,0.004900,1.049702,159
1598871593.321732998,1.027072,0.004230,1.031992,159
1598871593.355727434,1.089153,0.005070,1.094993,158
1598871593.388432503,0.992782,0.004370,0.997912,160
1598871593.422191381,0.852250,0.004290,0.857140,160
1598871593.454807281,0.871060,0.005511,0.877711,160
1598871593.488790989,0.952941,0.004140,0.957651,160
1598871593.521356583,0.956571,0.003450,0.960911,160
1598871593.556191444,0.876900,0.002830,0.880410,160
1598871593.589862347,0.945461,0.003431,0.949602,160
1598871593.622287035,0.960401,0.005590,0.966881,159
1598871593.654867411,0.880560,0.004400,0.885270,159
1598871593.688017368,0.932011,0.006550,0.939681,158
1598871593.727145433,1.006992,0.006170,1.013892,158
1598871593.755901337,0.927181,0.005090,0.932851,158
1598871593.788442612,1.032402,0.005060,1.038202,158
1598871593.822447300,0.867350,0.006370,0.874740,159
1598871593.855166435,1.478327,0.008551,1.487528,159
1598871593.888379335,1.401426,0.006770,1.409456,159
1598871593.921585560,1.380867,0.005560,1.387067,159
1598871593.954582453,1.366936,0.006150,1.374136,159
1598871593.988956690,1.304655,0.005250,1.310485,159
1598871594.022657633,1.465677,0.013310,1.479577,159
1598871594.055517197,1.237284,0.006990,1.247114,159
1598871594.090171337,0.886331,0.005340,0.892391,159
1598871594.121995926,1.345556,0.009150,1.355716,158
1598871594.155205488,0.956841,0.007410,0.965271,171
1598871594.189525604,1.107083,0.010240,1.118873,171
1598871594.223993301,0.980282,0.009300,0.991142,171
1598871594.254616022,0.972702,0.007210,0.981002,170
1598871594.290164709,0.985631,0.004780,0.990941,168
1598871594.320995569,0.958321,0.005370,0.964381,167
1598871594.354014397,1.053913,0.005740,1.060213,164
1598871594.388583183,1.149153,0.010010,1.160023,164
1598871594.423456192,1.064743,0.006890,1.072673,168
1598871594.454524755,0.894811,0.007160,0.902351,168
1598871594.489160061,1.030992,0.008530,1.041822,168
1598871594.520514488,0.878540,0.004920,0.883860,168
1598871594.554131269,0.984021,0.004280,0.988951,167
1598871594.588678598,1.014402,0.003560,1.018732,166
1598871594.621993303,0.883920,0.003670,0.888360,167
1598871594.656592369,1.015562,0.004080,1.020242,166
1598871594.690191984,0.936821,0.003810,0.941271,165
1598871594.722722054,0.958391,0.006901,0.966322,165
1598871594.755879402,0.967341,0.007590,0.976541,165
1598871594.790147305,0.800370,0.004910,0.805660,165
1598871594.823736429,0.947161,0.005370,0.953101,165
1598871594.855813026,1.003321,0.005241,1.009152,165
1598871594.890455961,0.954411,0.004450,0.959451,165
1598871594.923721313,1.197034,0.003820,1.201424,161
1598871594.956824541,1.440517,0.056681,1.498148,156
1598871594.990240574,7.012332,0.659688,7.672440,126
1598871595.022737741,1.724500,0.064871,1.791511,134
1598871595.056255102,1.127973,0.043001,1.171494,171
1598871595.090213776,1.237494,0.036221,1.274675,186
1598871595.122877359,1.245344,0.042601,1.288875,178
1598871595.157406092,1.073422,0.041591,1.115793,191
1598871595.189605713,1.112013,0.040401,1.153094,186
1598871595.222857475,1.648869,0.051041,1.700540,169
1598871595.256060362,1.492597,1.803672,3.297269,197
1598871595.291481256,1.632119,0.158592,1.791671,197
1598871595.324150324,1.663609,0.261513,1.926162,195
1598871595.355849981,1.377746,1.302695,2.681271,193
1598871595.391024351,1.043642,0.540676,1.585238,204
1598871595.423627853,1.067043,0.302503,1.370756,204
1598871595.457639694,0.965561,0.402165,1.368806,204
1598871595.490472317,1.027132,0.052431,1.080603,204
1598871595.523647547,1.083623,0.056010,1.140413,204
1598871595.556540012,1.181274,0.046720,1.228604,204
1598871595.590567827,0.992411,0.045191,1.038302,204
1598871595.622282267,1.141184,1.092622,2.234426,206
1598871595.658955812,1.069812,0.260513,1.331215,208
1598871595.691136360,1.060692,0.738619,1.800151,208
1598871595.723446608,1.023762,0.070821,1.095703,208
1598871595.756478786,1.042162,1.471897,2.514820,208
1598871595.788982630,1.202754,0.414085,1.617859,208
1598871595.822529793,0.949201,0.071490,1.021331,208
1598871595.858415842,1.078993,0.224873,1.304976,208
1598871595.890067816,0.886191,0.043730,0.930591,208
1598871595.923789978,1.065603,0.055470,1.121683,208
1598871595.955989361,1.076903,0.059271,1.136884,208
1598871595.991373301,0.897180,0.064711,0.962711,210
1598871596.024596453,1.193994,1.225044,2.419728,210
1598871596.058539152,1.072372,2.013224,3.086696,210
1598871596.089882851,1.184824,0.968351,2.155115,210
1598871596.124208212,1.292286,0.257962,1.553648,210
1598871596.158447266,1.054763,1.960343,3.016296,210
