# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1598871625.747078180313110,0.00194,0.00006,0.00001,0.00208,0.00000,0.00086,0.00496
1598871625.780040979385376,0.00204,0.00006,0.00001,0.00202,0.00000,0.00080,0.00492
1598871625.813710927963257,0.00184,0.00011,0.00001,0.00225,0.00004,0.00097,0.00523
1598871625.880502700805664,0.00193,0.00011,0.00001,0.00197,0.00015,0.00097,0.00514
1598871625.916605949401855,0.00175,0.00007,0.00001,0.00199,0.00006,0.00097,0.00485
1598871625.981662273406982,0.00174,0.00008,0.00001,0.00192,0.00006,0.00074,0.00454
1598871626.045633792877197,0.00211,0.00009,0.00001,0.00201,0.00011,0.00101,0.00533
1598871626.080308914184570,0.00226,0.00009,0.00001,0.00211,0.00013,0.00086,0.00545
1598871626.112688064575195,0.00202,0.00010,0.00001,0.00195,0.00008,0.00079,0.00495
1598871626.146711111068726,0.00186,0.00008,0.00021,0.00198,0.00019,0.00082,0.00513
1598871626.179558277130127,0.00195,0.00006,0.00001,0.00193,0.00004,0.00084,0.00483
1598871626.213411808013916,0.00191,0.00012,0.00001,0.00200,0.00009,0.00098,0.00512
1598871626.247284650802612,0.00200,0.00011,0.00001,0.00195,0.00000,0.00108,0.00515
1598871626.281037330627441,0.00187,0.00008,0.00001,0.00191,0.00000,0.00086,0.00472
1598871626.313914775848389,0.00215,0.00009,0.00001,0.00192,0.00005,0.00084,0.00505
1598871626.347298383712769,0.00177,0.00008,0.00001,0.00191,0.00016,0.00080,0.00473
1598871626.413605213165283,0.00205,0.00015,0.00001,0.00201,0.00007,0.00097,0.00524
1598871626.447539329528809,0.00232,0.00007,0.00001,0.00193,0.00005,0.00090,0.00529
1598871626.479870557785034,0.00233,0.00008,0.00003,0.00198,0.00017,0.00086,0.00545
1598871626.513602972030640,0.00198,0.00010,0.00001,0.00202,0.00012,0.00081,0.00505
1598871626.546897649765015,0.00176,0.00012,0.00001,0.00199,0.00007,0.00096,0.00491
1598871626.581381320953369,0.00204,0.00013,0.00020,0.00207,0.00019,0.00104,0.00568
1598871626.646375179290771,0.00219,0.00011,0.00001,0.00195,0.00005,0.00087,0.00518
1598871626.679468870162964,0.00188,0.00011,0.00001,0.00200,0.00009,0.00096,0.00504
1598871626.713010787963867,0.00182,0.00008,0.00001,0.00198,0.00000,0.00079,0.00468
1598871626.746442556381226,0.00216,0.00009,0.00001,0.00198,0.00000,0.00078,0.00502
1598871626.779499769210815,0.00200,0.00012,0.00001,0.00201,0.00005,0.00108,0.00527
1598871626.812500000000000,0.00180,0.00008,0.00001,0.00201,0.00015,0.00081,0.00486
1598871626.847685575485229,0.00203,0.00007,0.00001,0.00201,0.00006,0.00097,0.00516
1598871626.880250215530396,0.00212,0.00010,0.00001,0.00199,0.00006,0.00110,0.00537
1598871626.913155555725098,0.00199,0.00007,0.00001,0.00196,0.00010,0.00148,0.00561
1598871626.947699546813965,0.00211,0.00011,0.00001,0.00195,0.00014,0.00083,0.00515
1598871626.980708599090576,0.00173,0.00008,0.00001,0.00192,0.00006,0.00085,0.00465
1598871627.014084339141846,0.00171,0.00005,0.00020,0.00192,0.00020,0.00085,0.00494
1598871627.047192335128784,0.00207,0.00009,0.00001,0.00206,0.00005,0.00103,0.00531
1598871627.079633235931396,0.00206,0.00009,0.00001,0.00217,0.00008,0.00080,0.00521
1598871627.114624500274658,0.00199,0.00008,0.00001,0.00220,0.00000,0.00100,0.00527
1598871627.147567510604858,0.00194,0.00008,0.00001,0.00211,0.00000,0.00085,0.00498
1598871627.180979490280151,0.00200,0.00007,0.00001,0.00199,0.00004,0.00100,0.00511
1598871627.214342355728149,0.00207,0.00010,0.00001,0.00196,0.00017,0.00082,0.00513
